	word	occurences
1856	adjusted	54
1857	placed	54
1858	vehicles	54
1859	exercise	54
1860	Minister	54
1861	trillion	54
1862	55	54
1863	shift	54
1864	C.	54
1865	developing	54
1866	mark	54
1867	competitive	54
1868	easy	54
1869	Earlier	53
1870	Australian	53
1871	voters	53
1872	automotive	53
1873	numbers	53
1874	1.6	53
1875	signs	53
1876	Phillips	53
1877	Great	53
1878	Jack	53
1879	lawmakers	53
1880	Our	53
1881	Sachs	53
1882	Dallas	53
1883	Paris	53
1884	surged	53
1885	Republicans	53
1886	underwriters	53
1887	Standard	53
1888	balance	53
1889	education	53
1890	Oil	53
1891	distribution	53
1892	defendants	53
1893	year-ago	53
1894	reform	53
1895	junk-bond	53
1896	whom	53
1897	Mae	53
1898	quite	53
1899	pretty	53
1900	speed	52
1901	hundreds	52
1902	significantly	52
1903	Jersey	52
1904	red	52
1905	sides	52
1906	falling	52
1907	fewer	52
1908	responsible	52
1909	faces	52
1910	remained	52
1911	advance	52
1912	proceeds	52
1913	Lee	52
1914	segment	52
1915	Florida	52
1916	collapse	52
1917	predicted	52
1918	Frank	52
1919	consulting	52
1920	W.	52
1921	coupon	52
1922	revised	52
1923	traffic	51
1924	Technology	51
1925	McCaw	51
1926	accused	51
1927	unusual	51
1928	B.A.T	51
1929	Center	51
1930	Though	51
1931	weakness	51
1932	except	51
1933	ventures	51
1934	stopped	51
1935	N.J.	51
1936	practices	51
1937	clearly	51
1938	copper	51
1939	Alan	51
1940	relations	51
1941	plus	51
1942	ordered	51
1943	losing	51
1944	resources	51
1945	failure	51
1946	Transportation	51
1947	Frankfurt	51
1948	hostile	51
1949	tomorrow	51
1950	chemicals	51
1951	1982	51
1952	Red	51
1953	Nekoosa	51
1954	benchmark	51
1955	starting	51
1956	played	51
1957	II	51
1958	authority	50
1959	Burnham	50
1960	thus	50
1961	college	50
1962	decide	50
1963	movies	50
1964	thrifts	50
1965	true	50
1966	baseball	50
1967	1.2	50
1968	liability	50
1969	uncertainty	50
1970	finally	50
1971	threat	50
1972	5,000	50
1973	centers	50
1974	Houston	50
1975	insurers	50
1976	fears	50
1977	opposed	50
1978	suggest	50
1979	contrast	50
1980	boosted	50
1981	structure	50
1982	Ministry	50
1983	follows	50
1984	healthy	50
1985	weekend	50
1986	producing	50
1987	associated	50
1988	MCA	50
1989	felt	50
1990	wrong	50
1991	soared	50
1992	kept	50
1993	Chrysler	50
1994	environment	50
1995	mainly	50
1996	established	50
1997	Poor	50
1998	temporary	49
1999	buildings	49
2000	Labor	49
2001	books	49
2002	advertisers	49
2003	prosecutors	49
2004	discussions	49
2005	moment	49
2006	reflect	49
2007	Energy	49
2008	relief	49
2009	abroad	49
2010	virtually	49
2011	substantially	49
2012	51	49
2013	effects	49
2014	Partners	49
2015	Community	49
2016	criminal	49
2017	affected	49
2018	mixed	49
2019	primary	49
2020	GE	49
2021	Control	49
2022	nor	49
2023	goal	48
2024	employment	48
2025	protect	48
2026	Foreign	48
2027	ask	48
2028	Morris	48
2029	pace	48
2030	models	48
2031	agree	48
2032	present	48
2033	Fe	48
2034	uses	48
2035	electronics	48
2036	Krenz	48
2037	publishing	48
2038	editor	48
2039	recovery	48
2040	Industry	48
2041	affect	48
2042	seemed	48
2043	front	48
2044	HUD	48
2045	double	48
2046	B.	48
2047	Party	48
2048	reasons	48
2049	37	48
2050	municipal	48
2051	candidates	48
2052	appropriations	48
2053	leadership	48
2054	nuclear	48
2055	hearing	47
2056	broker	47
2057	48	47
2058	1980	47
2059	commodity	47
2060	damages	47
2061	usual	47
2062	twice	47
2063	determined	47
2064	election	47
2065	Price	47
2066	bit	47
2067	USAir	47
2068	declining	47
2069	advantage	47
2070	managed	47
2071	confidence	47
2072	prove	47
2073	accord	47
2074	Three	47
2075	pricing	47
2076	parents	47
2077	positive	47
2078	wake	47
2079	communications	47
2080	fairly	47
2081	operate	47
2082	influence	47
2083	training	47
2084	opinion	47
2085	leaving	47
2086	names	47
2087	doubt	47
2088	cities	47
2089	core	47
2090	shown	47
2091	sells	47
2092	model	47
2093	barrels	47
2094	families	47
2095	margin	47
2096	38	46
2097	System	46
2098	Petroleum	46
2099	Report	46
2100	coverage	46
2101	represent	46
2102	Italy	46
2103	brands	46
2104	Traders	46
2105	suggested	46
2106	cable	46
2107	voted	46
2108	42	46
2109	scandal	46
2110	Beijing	46
2111	devices	46
2112	Continental	46
2113	litigation	46
2114	deposits	46
2115	truck	46
2116	120	46
2117	Lambert	46
2118	equal	46
2119	jointly	46
2120	luxury	46
2121	assistance	46
2122	attorneys	46
2123	assistant	46
2124	Officials	46
2125	throughout	46
2126	Stephen	46
2127	global	46
2128	argue	46
2129	push	46
2130	wide	46
2131	Georgia	46
2132	settle	46
2133	Machines	46
2134	OTC	46
2135	Volume	46
2136	tender	46
2137	Saatchi	46
2138	finished	46
2139	commitments	45
2140	compromise	45
2141	finding	45
2142	meanwhile	45
2143	section	45
2144	cutting	45
2145	authorities	45
2146	conventional	45
2147	gone	45
2148	Africa	45
2149	excess	45
2150	Telerate	45
2151	Joseph	45
2152	release	45
2153	worried	45
2154	regular	45
2155	town	45
2156	extremely	45
2157	talking	45
2158	1980s	45
2159	intended	45
2160	preliminary	45
2161	style	45
2162	100,000	45
2163	Central	45
2164	suggests	45
2165	relationship	45
2166	declared	45
2167	EC	45
2168	negotiating	45
2169	antitrust	45
2170	Hewlett-Packard	45
2171	Toronto	45
2172	Today	45
2173	guarantees	45
2174	direction	45
2175	association	45
2176	nations	44
2177	Finance	44
2178	asking	44
2179	appeared	44
2180	surge	44
2181	fourth-quarter	44
2182	suspended	44
2183	deputy	44
2184	Boeing	44
2185	puts	44
2186	fine	44
2187	swings	44
2188	ounce	44
2189	station	44
2190	Council	44
2191	Telephone	44
2192	vehicle	44
2193	wife	44
2194	operates	44
2195	file	44
2196	hotel	44
2197	meetings	44
2198	Dealers	44
2199	studies	44
2200	Defense	44
2201	1.1	44
2202	extra	44
2203	supplies	44
2204	Prime	44
2205	strategic	44
2206	refused	44
2207	save	44
2208	disclose	44
2209	bigger	44
2210	elections	44
2211	Like	44
2212	helping	44
2213	century	44
2214	replace	44
2215	F.	44
2216	blacks	44
2217	social	44
2218	decisions	44
2219	Bill	44
2220	Edward	44
2221	4.5	43
2222	thinks	43
2223	Futures	43
2224	CDs	43
2225	event	43
2226	Their	43
2227	happen	43
2228	confirmed	43
2229	living	43
2230	32	43
2231	type	43
2232	types	43
2233	crisis	43
2234	movement	43
2235	Hollywood	43
2236	Conn.	43
2237	Manufacturers	43
2238	older	43
2239	chip	43
2240	1.3	43
2241	providing	43
2242	promise	43
2243	high-yield	43
2244	consultants	43
2245	argued	43
2246	ceiling	43
2247	politicians	43
2248	invest	43
2249	Louis	43
2250	joined	43
2251	RJR	43
2252	worry	43
2253	Ross	43
2254	S.	43
2255	Loan	43
2256	N.Y.	43
2257	metals	42
2258	suffered	42
2259	door	42
2260	investing	42
2261	Ogilvy	42
2262	denied	42
2263	underlying	42
2264	patients	42
2265	regulations	42
2266	language	42
2267	46	42
2268	piece	42
2269	genes	42
2270	class	42
2271	specialists	42
2272	Hampshire	42
2273	Grand	42
2274	representing	42
2275	p.m.	42
2276	citing	42
2277	discuss	42
2278	society	42
2279	outlook	42
2280	controversial	42
2281	obtain	42
2282	judges	42
2283	six-month	42
2284	discovered	42
2285	Phelan	42
2286	ban	42
2287	extraordinary	42
2288	founder	42
2289	launch	42
2290	critics	42
2291	warrants	42
2292	Terms	42
2293	CD	42
2294	Intel	42
2295	Singapore	42
2296	expressed	42
2297	prospects	41
2298	sets	41
2299	NBC	41
2300	Fannie	41
2301	3.5	41
2302	District	41
2303	offerings	41
2304	concluded	41
2305	written	41
2306	succeed	41
2307	reaction	41
2308	agreements	41
2309	Switzerland	41
2310	safe	41
2311	accepted	41
2312	amendment	41
2313	join	41
2314	From	41
2315	ensure	41
2316	utility	41
2317	word	41
2318	1.8	41
2319	prior	41
2320	membership	41
2321	comparable	41
2322	succeeds	41
2323	temporarily	41
2324	rapidly	41
2325	Broadcasting	41
2326	Thus	41
2327	heat	41
2328	serve	41
2329	served	41
2330	keeping	41
2331	dozen	41
2332	Costa	41
2333	1970s	41
2334	weekly	41
2335	insured	41
2336	School	41
2337	challenge	41
2338	returned	41
2339	crop	41
2340	49	41
2341	gross	41
2342	views	41
2343	reserve	41
2344	Aug.	41
2345	colleagues	41
2346	resignation	41
2347	attract	41
2348	instruments	41
2349	votes	41
2350	lowered	41
2351	reflected	41
2352	ABC	41
2353	simple	41
2354	S.A.	41
2355	circumstances	41
2356	Breeden	40
2357	12.5	40
2358	task	40
2359	initially	40
2360	millions	40
2361	presence	40
2362	ratio	40
2363	grain	40
2364	happened	40
2365	letters	40
2366	entered	40
2367	Sea	40
2368	Communist	40
2369	deliver	40
2370	intends	40
2371	am	40
2372	Oakland	40
2373	operator	40
2374	responsibility	40
2375	flight	40
2376	ground	40
2377	visit	40
2378	pages	40
2379	follow	40
2380	reforms	40
2381	patent	40
2382	liquidity	40
2383	appeals	40
2384	upon	40
2385	neither	40
2386	11\/16	40
2387	professor	40
2388	Until	40
2389	slipped	40
2390	pass	40
2391	Mortgage	40
2392	minister	40
2393	Banco	40
2394	described	40
2395	immediate	40
2396	one-time	40
2397	matters	40
2398	acquiring	40
2399	invested	40
2400	Atlantic	40
2401	possibility	39
2402	eye	39
2403	sound	39
2404	purchasing	39
2405	Why	39
2406	critical	39
2407	spot	39
2408	rooms	39
2409	drives	39
2410	fallen	39
2411	looks	39
2412	track	39
2413	extent	39
2414	pick	39
2415	Lincoln	39
2416	specialty	39
2417	silver	39
2418	February	39
2419	administrative	39
2420	audience	39
2421	fields	39
2422	generation	39
2423	line-item	39
2424	limits	39
2425	buyer	39
2426	slide	39
2427	Hill	39
2428	Northern	39
2429	alternative	39
2430	committed	39
2431	privately	39
2432	tied	39
2433	covered	39
2434	urged	39
2435	choice	39
2436	easily	39
2437	entertainment	39
2438	sugar	39
2439	tend	39
2440	becoming	39
2441	shopping	39
2442	creating	39
2443	Just	39
2444	500,000	39
2445	extend	39
2446	differences	39
2447	requires	39
2448	health-care	39
2449	reporters	38
2450	Carolina	38
2451	cells	38
2452	telecommunications	38
2453	knows	38
2454	volatile	38
2455	check	38
2456	36	38
2457	Resources	38
2458	triggered	38
2459	utilities	38
2460	15,000	38
2461	certificates	38
2462	Apple	38
2463	adopted	38
2464	lawsuits	38
2465	Christmas	38
2466	proceedings	38
2467	branch	38
2468	retailing	38
2469	Bridge	38
2470	personnel	38
2471	Pennsylvania	38
2472	widespread	38
2473	setting	38
2474	two-year	38
2475	Young	38
2476	courts	38
2477	rumors	38
2478	status	38
2479	rival	38
2480	H.	38
2481	studio	38
2482	ultimately	38
2483	shipping	38
2484	import	38
2485	ties	38
2486	card	38
2487	Over	38
2488	coup	38
2489	pushed	38
2490	crude	38
2491	factory	38
2492	T.	38
2493	costly	38
2494	fire	38
2495	lives	38
2496	normally	38
2497	43	38
2498	Brooks	38
2499	metric	38
2500	Saturday	38
2501	music	38
2502	Yeargin	37
2503	stronger	37
2504	affiliate	37
2505	affairs	37
2506	forecasts	37
2507	indeed	37
2508	High	37
2509	Hills	37
2510	faster	37
2511	strategies	37
2512	aggressive	37
2513	enormous	37
2514	default	37
2515	Mitchell	37
2516	contends	37
2517	Jan.	37
2518	seats	37
2519	factor	37
2520	facing	37
2521	politics	37
2522	awarded	37
2523	turning	37
2524	41	37
2525	58	37
2526	Lawrence	37
2527	suits	37
2528	delay	37
2529	exposure	37
2530	1981	37
2531	manufacturer	37
2532	Hungary	37
2533	1993	37
2534	mine	37
2535	indicate	37
2536	Martin	37
2537	picture	37
2538	professional	37
2539	Asia	37
2540	warning	37
2541	P&G	37
2542	obligation	37
2543	Several	37
2544	realize	37
2545	illegal	37
2546	child	37
2547	watch	37
2548	condition	37
2549	States	37
2550	road	37
2551	restaurant	37
2552	published	37
2553	processing	37
2554	cold	37
2555	mining	37
2556	coal	37
2557	Mark	36
2558	representatives	36
2559	unsecured	36
2560	Brady	36
2561	Miller	36
2562	formed	36
2563	insurer	36
2564	Source	36
2565	collapsed	36
2566	Spain	36
2567	career	36
2568	student	36
2569	nature	36
2570	secondary	36
2571	currencies	36
2572	consecutive	36
2573	alternatives	36
2574	transfer	36
2575	rated	36
2576	newly	36
2577	begun	36
2578	observers	36
2579	household	36
2580	grown	36
2581	1.7	36
2582	badly	36
2583	FEDERAL	36
2584	My	36
2585	identified	36
2586	write	36
2587	98	36
2588	Douglas	36
2589	pursue	36
2590	Once	36
2591	OPEC	36
2592	worst	36
2593	pact	36
2594	frequently	36
2595	answer	36
2596	34	36
2597	establish	36
2598	advisers	36
2599	bottom	36
2600	Massachusetts	36
2601	turns	36
2602	Israel	36
2603	criticism	36
2604	worse	36
2605	games	36
2606	banker	36
2607	understand	36
2608	62	36
2609	beer	36
2610	GOP	36
2611	culture	36
2612	prime	36
2613	reducing	36
2614	Thompson	36
2615	quarters	36
2616	approve	35
2617	Park	35
2618	threatened	35
2619	warned	35
2620	participants	35
2621	unlikely	35
2622	voice	35
2623	apply	35
2624	senators	35
2625	Philadelphia	35
2626	seeks	35
2627	Sunday	35
2628	possibly	35
2629	A$	35
2630	guarantee	35
2631	downturn	35
2632	site	35
2633	after-tax	35
2634	worker	35
2635	reporting	35
2636	suspension	35
2637	ready	35
2638	Virginia	35
2639	pushing	35
2640	retailers	35
2641	filled	35
2642	massive	35
2643	Greenspan	35
2644	impossible	35
2645	highway	35
2646	portfolios	35
2647	coffee	35
2648	Stores	35
2649	handle	35
2650	lenders	35
2651	franchise	35
2652	Atlanta	35
2653	Chase	35
2654	caught	35
2655	formerly	35
2656	Bear	35
2657	encourage	35
2658	basic	35
2659	alliance	35
2660	Drug	35
2661	Navy	35
2662	users	35
2663	10-year	35
2664	elsewhere	35
2665	eliminate	35
2666	NEC	35
2667	Roman	35
2668	scientific	35
2669	KKR	35
2670	Nixon	35
2671	Bob	35
2672	pharmaceutical	35
2673	taxpayers	35
2674	sophisticated	35
2675	River	35
2676	introduce	35
2677	carries	35
2678	agents	34
2679	pulled	34
2680	one-year	34
2681	101	34
2682	Holding	34
2683	jump	34
2684	Daniel	34
2685	unemployment	34
2686	steady	34
2687	plastic	34
2688	specialist	34
2689	Campbell	34
2690	publisher	34
2691	anticipated	34
2692	memory	34
2693	garden	34
2694	boom	34
2695	Agency	34
2696	Peabody	34
2697	pilot	34
2698	surprised	34
2699	playing	34
2700	governments	34
2701	Steinhardt	34
2702	equivalent	34
2703	exploration	34
2704	elaborate	34
2705	Food	34
2706	Star	34
2707	severe	34
2708	heads	34
2709	inside	34
2710	Engelken	34
2711	Delmed	34
2712	tape	34
2713	interest-rate	34
2714	ruled	34
2715	fast-food	34
2716	Banking	34
2717	newspapers	34
2718	BellSouth	34
2719	insist	34
2720	assume	34
2721	extended	34
2722	Bureau	34
2723	moderate	34
2724	blood	34
2725	unlike	34
2726	carried	34
2727	promised	34
2728	carriers	34
2729	Donald	34
2730	2.2	34
2731	modern	34
2732	Interstate	34
2733	friendly	34
2734	recorded	34
2735	wait	34
2736	La	34
2737	pipeline	34
2738	fuel	34
2739	Your	34
2740	Fujitsu	34
2741	roll	34
2742	easier	34
2743	resulted	34
2744	determine	33
2745	Illinois	33
2746	stage	33
2747	commitment	33
2748	allowing	33
2749	thin	33
2750	85	33
2751	learned	33
2752	two-thirds	33
2753	heard	33
2754	progress	33
2755	none	33
2756	6.5	33
2757	comments	33
2758	died	33
2759	race	33
2760	resulting	33
2761	packages	33
2762	Maxwell	33
2763	exceed	33
2764	0.2	33
2765	ran	33
2766	Hunt	33
2767	player	33
2768	Aetna	33
2769	THE	33
2770	stands	33
2771	Corry	33
2772	compensation	33
